Data/Hora,Protocolo,IP Origem,Porta Origem,IP Destino,Porta Destino,Tamanho
2025-11-09 22:23:26,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:24:31,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:25:34,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:26:38,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:27:42,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:28:45,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:29:50,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:30:54,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:31:58,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:33:01,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:34:05,UDP,0.0.0.0,68,255.255.255.255,67,328
2025-11-09 22:35:04,TCP,fd00:0:0:1::2,59606,2001:1458:201:a4::100:1a0,80,80
2025-11-09 22:35:04,TCP,172.27.0.2,58752,188.184.67.127,80,60
2025-11-09 22:35:04,TCP,2001:1458:201:a4::100:1a0,80,fd00:0:0:1::2,59606,80
2025-11-09 22:35:04,TCP,fd00:0:0:1::2,59606,2001:1458:201:a4::100:1a0,80,72
2025-11-09 22:35:04,TCP,fd00:0:0:1::2,59606,2001:1458:201:a4::100:1a0,80,148
2025-11-09 22:35:04,TCP,2001:1458:201:a4::100:1a0,80,fd00:0:0:1::2,59606,72
2025-11-09 22:35:04,TCP,188.184.67.127,80,172.27.0.2,58752,60
2025-11-09 22:35:04,TCP,172.27.0.2,58752,188.184.67.127,80,40
2025-11-09 22:35:04,TCP,2001:1458:201:a4::100:1a0,80,fd00:0:0:1::2,59606,950
2025-11-09 22:35:04,TCP,fd00:0:0:1::2,59606,2001:1458:201:a4::100:1a0,80,72
2025-11-09 22:35:04,TCP,2001:1458:201:a4::100:1a0,80,fd00:0:0:1::2,59606,72
2025-11-09 22:35:04,TCP,fd00:0:0:1::2,59606,2001:1458:201:a4::100:1a0,80,72
2025-11-09 22:35:04,TCP,2001:1458:201:a4::100:1a0,80,fd00:0:0:1::2,59606,72
2025-11-09 22:36:43,UDP,172.27.0.2,45920,8.8.8.8,53,81
2025-11-09 22:36:43,UDP,8.8.8.8,53,172.27.0.2,45920,85
2025-11-09 23:45:29,UDP,172.27.0.2,53541,192.168.65.7,53,49
2025-11-09 23:45:29,UDP,172.27.0.2,52104,192.168.65.7,53,49
2025-11-09 23:45:32,UDP,172.27.0.2,60192,192.168.65.7,53,49
2025-11-09 23:45:32,UDP,172.27.0.2,51848,192.168.65.7,53,49
2025-11-09 23:45:33,UDP,172.27.0.2,58003,192.168.65.7,53,49
2025-11-09 23:45:33,UDP,172.27.0.2,47215,192.168.65.7,53,49
2025-11-09 23:45:33,UDP,192.168.65.7,53,172.27.0.2,53541,49
2025-11-09 23:45:33,UDP,192.168.65.7,53,172.27.0.2,52104,49
2025-11-09 23:45:36,UDP,192.168.65.7,53,172.27.0.2,60192,49
2025-11-09 23:45:36,UDP,192.168.65.7,53,172.27.0.2,51848,49
2025-11-09 23:45:37,UDP,192.168.65.7,53,172.27.0.2,47215,49
2025-11-09 23:45:37,UDP,192.168.65.7,53,172.27.0.2,58003,49
2025-11-09 23:50:40,UDP,172.27.0.2,47947,192.168.65.7,53,58
2025-11-09 23:50:40,UDP,172.27.0.2,47878,192.168.65.7,53,58
2025-11-09 23:50:39,UDP,192.168.65.7,53,172.27.0.2,47947,170
2025-11-09 23:50:39,UDP,192.168.65.7,53,172.27.0.2,47878,58
2025-11-09 23:50:39,UDP,172.27.0.2,46440,162.159.200.1,123,76
2025-11-09 23:50:39,UDP,162.159.200.1,123,172.27.0.2,46440,76
2025-11-09 23:56:50,UDP,172.27.0.2,52301,192.168.65.7,53,58
2025-11-09 23:56:50,UDP,172.27.0.2,35155,192.168.65.7,53,58
2025-11-09 23:56:50,UDP,192.168.65.7,53,172.27.0.2,35155,170
2025-11-09 23:56:50,UDP,192.168.65.7,53,172.27.0.2,52301,58
2025-11-09 23:56:50,UDP,172.27.0.2,43861,200.192.232.8,123,76
2025-11-09 23:56:50,UDP,200.192.232.8,123,172.27.0.2,43861,76
2025-11-09 23:56:55,UDP,172.27.0.2,60151,192.168.65.7,53,58
2025-11-09 23:56:55,UDP,172.27.0.2,49421,192.168.65.7,53,58
2025-11-09 23:56:55,UDP,192.168.65.7,53,172.27.0.2,60151,170
2025-11-09 23:56:55,UDP,192.168.65.7,53,172.27.0.2,49421,58
2025-11-09 23:56:55,UDP,172.27.0.2,39832,200.192.232.8,123,76
2025-11-09 23:56:55,UDP,200.192.232.8,123,172.27.0.2,39832,76
2025-11-10 00:03:32,UDP,172.27.0.2,48703,192.168.65.7,53,58
2025-11-10 00:03:32,UDP,172.27.0.2,47681,192.168.65.7,53,58
2025-11-10 00:03:32,UDP,192.168.65.7,53,172.27.0.2,47681,170
2025-11-10 00:03:32,UDP,192.168.65.7,53,172.27.0.2,48703,58
2025-11-10 00:03:32,UDP,172.27.0.2,53419,200.160.7.197,123,76
2025-11-10 00:03:31,UDP,200.160.7.197,123,172.27.0.2,53419,76
2025-11-10 00:03:36,UDP,172.27.0.2,42288,192.168.65.7,53,58
2025-11-10 00:03:36,UDP,172.27.0.2,45859,192.168.65.7,53,58
2025-11-10 00:03:36,UDP,192.168.65.7,53,172.27.0.2,45859,170
2025-11-10 00:03:36,UDP,192.168.65.7,53,172.27.0.2,42288,58
2025-11-10 00:03:36,UDP,172.27.0.2,51496,200.160.7.197,123,76
2025-11-10 00:03:36,UDP,200.160.7.197,123,172.27.0.2,51496,76
2025-11-10 00:04:25,UDP,172.27.0.2,34831,192.168.65.7,53,58
2025-11-10 00:04:25,UDP,172.27.0.2,45739,192.168.65.7,53,58
2025-11-10 00:04:25,UDP,192.168.65.7,53,172.27.0.2,45739,170
2025-11-10 00:04:25,UDP,192.168.65.7,53,172.27.0.2,34831,58
2025-11-10 00:04:25,UDP,172.27.0.2,46377,168.181.126.28,123,76
2025-11-10 00:04:25,UDP,168.181.126.28,123,172.27.0.2,46377,76
2025-11-10 00:05:07,UDP,172.27.0.2,35020,192.168.65.7,53,58
2025-11-10 00:05:07,UDP,172.27.0.2,43326,192.168.65.7,53,58
2025-11-10 00:05:07,UDP,192.168.65.7,53,172.27.0.2,35020,170
2025-11-10 00:05:07,UDP,192.168.65.7,53,172.27.0.2,43326,58
2025-11-10 00:05:07,UDP,172.27.0.2,57331,168.181.126.28,123,76
2025-11-10 00:05:06,UDP,168.181.126.28,123,172.27.0.2,57331,76
